"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Aroostook County, ME"	"23003"	8598	692128	1242.3	791.4	773.9	808.8
	"Cumberland County, ME"	"23005"	26048	2884327	903.1	689.7	681.2	698.3
	"Franklin County, ME"	"23007"	3271	303011	1079.5	776.5	749.0	803.9
	"Hancock County, ME"	"23009"	5908	546468	1081.1	707.1	688.3	725.9
	"Kennebec County, ME"	"23011"	13139	1214970	1081.4	802.8	788.7	816.9
	"Knox County, ME"	"23013"	4682	397270	1178.5	710.9	689.4	732.4
	"Lincoln County, ME"	"23015"	4148	342484	1211.2	698.5	675.8	721.2
	"Oxford County, ME"	"23017"	6482	574975	1127.4	789.7	769.9	809.5
	"Penobscot County, ME"	"23019"	15797	1527932	1033.9	803.5	790.7	816.3
	"Piscataquis County, ME"	"23021"	2365	170526	1386.9	854.0	817.4	890.7
	"Sagadahoc County, ME"	"23023"	3505	353053	992.8	698.2	674.5	722.0
	"Somerset County, ME"	"23025"	5902	512765	1151.0	854.4	832.0	876.8
	"Waldo County, ME"	"23027"	3942	392102	1005.4	745.3	721.3	769.4
	"Washington County, ME"	"23029"	4292	319490	1343.4	880.9	853.3	908.5
	"York County, ME"	"23031"	19587	2016049	971.6	711.4	701.1	721.6
	"Allegany County, MD"	"24001"	9153	727928	1257.4	871.3	852.9	889.6
	"Anne Arundel County, MD"	"24003"	42138	5609464	751.2	723.0	716.0	730.0
	"Baltimore County, MD"	"24005"	79327	8232788	963.5	737.4	732.1	742.7
	"Calvert County, MD"	"24009"	6647	906594	733.2	710.4	693.0	727.9
	"Caroline County, MD"	"24011"	3314	329332	1006.3	873.2	843.0	903.4
	"Carroll County, MD"	"24013"	15266	1676973	910.3	759.9	747.6	772.2
	"Cecil County, MD"	"24015"	9317	1022206	911.5	867.7	849.7	885.7
	"Charles County, MD"	"24017"	10163	1552167	654.8	737.0	722.3	751.8
	"Dorchester County, MD"	"24019"	3875	323778	1196.8	835.7	808.5	862.9
	"Frederick County, MD"	"24021"	17389	2454926	708.3	672.1	662.0	682.3
	"Garrett County, MD"	"24023"	3196	295865	1080.2	753.3	726.4	780.3
	"Harford County, MD"	"24025"	20357	2502136	813.6	733.2	723.0	743.5
	"Howard County, MD"	"24027"	15560	3094167	502.9	540.5	531.9	549.2
	"Kent County, MD"	"24029"	2566	198062	1295.6	736.4	705.6	767.2
	"Montgomery County, MD"	"24031"	58376	10259448	569.0	483.3	479.3	487.3
	"Prince George's County, MD"	"24033"	57762	8959277	644.7	712.1	706.1	718.1
	"Queen Anne's County, MD"	"24035"	4138	490303	844.0	694.7	673.1	716.4
	"St. Mary's County, MD"	"24037"	7701	1104478	697.3	736.1	719.4	752.8
	"Somerset County, MD"	"24039"	2640	260099	1015.0	874.6	840.7	908.6
	"Talbot County, MD"	"24041"	4454	375521	1186.1	630.3	610.0	650.6
	"Washington County, MD"	"24043"	15336	1496404	1024.9	817.6	804.4	830.7
	"Wicomico County, MD"	"24045"	9506	1015679	935.9	836.9	819.8	854.0
	"Worcester County, MD"	"24047"	6212	516614	1202.4	712.5	693.4	731.5
	"Baltimore city, MD"	"24510"	66075	6150839	1074.2	1031.6	1023.6	1039.6
	"Barnstable County, MA"	"25001"	29054	2145440	1354.2	679.7	671.0	688.4
	"Berkshire County, MA"	"25003"	14984	1282329	1168.5	717.1	705.0	729.3
	"Bristol County, MA"	"25005"	52611	5561081	946.1	742.7	736.2	749.2
	"Dukes County, MA"	"25007"	1465	171508	854.2	590.6	559.1	622.0
	"Essex County, MA"	"25009"	66308	7699286	861.2	670.9	665.6	676.1
	"Franklin County, MA"	"25011"	6933	709422	977.3	698.0	681.0	715.1
	"Hampden County, MA"	"25013"	44701	4674429	956.3	752.7	745.5	759.9
	"Hampshire County, MA"	"25015"	12565	1603359	783.7	659.7	647.8	671.7
	"Middlesex County, MA"	"25017"	112490	15685861	717.1	605.1	601.5	608.7
	"Nantucket County, MA"	"25019"	676	107755	627.3	562.7	519.5	605.9
	"Norfolk County, MA"	"25021"	57141	6913876	826.5	621.9	616.6	627.1
	"Plymouth County, MA"	"25023"	44831	5079628	882.6	710.4	703.7	717.1
	"Suffolk County, MA"	"25025"	47055	7691587	611.8	651.3	645.3	657.3
	"Worcester County, MA"	"25027"	69775	8154652	855.6	724.0	718.5	729.5
	"Alcona County, MI"	"26001"	1851	105228	1759.0	834.7	790.3	879.1
	"Alger County, MI"	"26003"	1134	93564	1212.0	729.8	685.4	774.2
	"Allegan County, MI"	"26005"	9777	1143087	855.3	752.4	737.3	767.6
	"Alpena County, MI"	"26007"	3738	289031	1293.3	798.5	771.7	825.3
	"Antrim County, MI"	"26009"	2668	233218	1144.0	683.8	656.1	711.6
	"Arenac County, MI"	"26011"	2040	153217	1331.4	859.2	819.8	898.5
	"Baraga County, MI"	"26013"	1050	85748	1224.5	867.9	813.9	921.9
	"Barry County, MI"	"26015"	5373	597670	899.0	728.8	708.9	748.6
	"Bay County, MI"	"26017"	12217	1056521	1156.3	816.8	801.8	831.7
	"Benzie County, MI"	"26019"	2059	175501	1173.2	709.6	677.2	742.0
	"Berrien County, MI"	"26021"	17270	1550753	1113.7	808.4	796.0	820.8
	"Branch County, MI"	"26023"	4572	439147	1041.1	853.4	828.3	878.5
	"Calhoun County, MI"	"26025"	15104	1348099	1120.4	877.6	863.3	891.8
	"Cass County, MI"	"26027"	5226	518118	1008.7	768.6	747.2	790.1
	"Charlevoix County, MI"	"26029"	2816	261158	1078.3	702.1	675.0	729.3
	"Cheboygan County, MI"	"26031"	3151	256192	1229.9	738.6	711.2	766.0
	"Chippewa County, MI"	"26033"	3557	381585	932.2	760.8	735.5	786.1
	"Clare County, MI"	"26035"	4250	307204	1383.4	944.7	915.0	974.4
	"Clinton County, MI"	"26037"	5910	773536	764.0	656.8	639.8	673.8
	"Crawford County, MI"	"26039"	1758	139128	1263.6	817.4	776.6	858.2
	"Delta County, MI"	"26041"	4427	364707	1213.9	742.4	719.5	765.4
	"Dickinson County, MI"	"26043"	3101	257988	1202.0	728.0	700.9	755.1
	"Eaton County, MI"	"26045"	9977	1087832	917.1	743.3	728.4	758.2
	"Emmet County, MI"	"26047"	3557	331060	1074.4	708.9	684.8	733.0
	"Genesee County, MI"	"26049"	44579	4134103	1078.3	893.6	885.2	902.1
	"Gladwin County, MI"	"26051"	3476	254237	1367.2	842.7	812.9	872.5
	"Gogebic County, MI"	"26053"	2102	155532	1351.5	750.9	716.6	785.2
	"Grand Traverse County, MI"	"26055"	8452	906404	932.5	689.7	674.6	704.8
	"Gratiot County, MI"	"26057"	4508	415387	1085.3	821.5	796.9	846.0
	"Hillsdale County, MI"	"26059"	4807	460310	1044.3	799.2	776.0	822.3
	"Houghton County, MI"	"26061"	3576	363649	983.4	785.8	759.2	812.3
	"Huron County, MI"	"26063"	4494	319336	1407.3	814.0	788.7	839.4
	"Ingham County, MI"	"26065"	21194	2860510	740.9	764.8	754.3	775.3
	"Ionia County, MI"	"26067"	5155	641845	803.2	799.6	777.4	821.7
	"Iosco County, MI"	"26069"	4107	253676	1619.0	896.0	865.7	926.4
	"Iron County, MI"	"26071"	1924	113953	1688.4	787.2	746.5	827.9
	"Isabella County, MI"	"26073"	4718	706079	668.2	755.5	733.6	777.4
	"Jackson County, MI"	"26075"	16612	1594342	1041.9	832.1	819.2	845.0
	"Kalamazoo County, MI"	"26077"	20981	2587366	810.9	736.2	726.1	746.4
	"Kalkaska County, MI"	"26079"	1960	174021	1126.3	913.6	871.6	955.6
	"Kent County, MI"	"26081"	46142	6314351	730.7	700.5	694.0	707.0
	"Keweenaw County, MI"	"26083"	239	21653	1103.8	634.5	542.1	726.9
	"Lake County, MI"	"26085"	1574	115970	1357.2	824.8	780.7	868.9
	"Lapeer County, MI"	"26087"	8342	881638	946.2	817.2	799.2	835.2
	"Leelanau County, MI"	"26089"	2358	217364	1084.8	546.7	522.3	571.2
	"Lenawee County, MI"	"26091"	10134	988971	1024.7	803.8	787.8	819.7
	"Livingston County, MI"	"26093"	14026	1864376	752.3	684.2	672.6	695.8
	"Luce County, MI"	"26095"	711	64308	1105.6	758.7	701.5	816.0
	"Mackinac County, MI"	"26097"	1433	109398	1309.9	761.9	719.5	804.2
	"Macomb County, MI"	"26099"	84865	8598063	987.0	786.0	780.7	791.4
	"Manistee County, MI"	"26101"	3137	245331	1278.7	783.1	754.2	812.1
	"Marquette County, MI"	"26103"	6647	671420	990.0	760.4	741.6	779.1
	"Mason County, MI"	"26105"	3417	288468	1184.5	777.4	750.1	804.7
	"Mecosta County, MI"	"26107"	3948	432387	913.1	774.2	749.4	799.0
	"Menominee County, MI"	"26109"	2812	234917	1197.0	719.1	691.1	747.2
	"Midland County, MI"	"26111"	7365	835730	881.3	661.8	646.4	677.2
	"Missaukee County, MI"	"26113"	1619	150113	1078.5	783.2	744.0	822.3
	"Monroe County, MI"	"26115"	14569	1504193	968.6	791.5	778.4	804.7
	"Montcalm County, MI"	"26117"	6103	632947	964.2	801.7	781.3	822.1
	"Montmorency County, MI"	"26119"	1591	93819	1695.8	871.2	823.5	918.8
	"Muskegon County, MI"	"26121"	17035	1724069	988.1	831.9	819.2	844.6
	"Newaygo County, MI"	"26123"	4942	482672	1023.9	804.7	781.7	827.6
	"Oakland County, MI"	"26125"	103048	12356567	834.0	686.3	682.0	690.5
	"Oceana County, MI"	"26127"	2635	263535	999.9	754.8	725.1	784.5
	"Ogemaw County, MI"	"26129"	3147	211750	1486.2	914.8	880.8	948.7
	"Ontonagon County, MI"	"26131"	981	61599	1592.6	799.5	741.5	857.5
	"Osceola County, MI"	"26133"	2433	232971	1044.3	784.6	752.6	816.6
	"Oscoda County, MI"	"26135"	1257	83909	1498.1	904.3	849.8	958.8
	"Otsego County, MI"	"26137"	2585	243143	1063.2	768.5	737.9	799.1
	"Ottawa County, MI"	"26139"	18607	2779105	669.5	617.2	608.2	626.2
	"Presque Isle County, MI"	"26141"	1951	129450	1507.1	753.0	715.1	790.9
	"Roscommon County, MI"	"26143"	4031	240334	1677.2	897.2	866.1	928.4
	"Saginaw County, MI"	"26145"	20855	1948070	1070.5	806.0	794.7	817.2
	"St. Clair County, MI"	"26147"	17364	1603150	1083.1	845.5	832.6	858.4
	"St. Joseph County, MI"	"26149"	6508	609962	1067.0	850.1	829.1	871.1
	"Sanilac County, MI"	"26151"	4829	417902	1155.5	813.2	789.6	836.8
	"Schoolcraft County, MI"	"26153"	1102	82121	1341.9	759.2	712.1	806.3
	"Shiawassee County, MI"	"26155"	7265	689487	1053.7	845.0	825.3	864.8
	"Tuscola County, MI"	"26157"	5863	538716	1088.3	808.6	787.4	829.8
	"Van Buren County, MI"	"26159"	7392	755275	978.7	816.4	797.5	835.4
	"Washtenaw County, MI"	"26161"	21973	3584593	613.0	635.9	627.3	644.4
	"Wayne County, MI"	"26163"	181090	17720675	1021.9	899.6	895.4	903.8
	"Wexford County, MI"	"26165"	3559	330131	1078.1	830.5	802.5	858.4
	"Aitkin County, MN"	"27001"	2175	158764	1370.0	727.0	692.6	761.4
	"Anoka County, MN"	"27003"	20021	3434011	583.0	625.9	617.1	634.8
	"Becker County, MN"	"27005"	3512	334784	1049.0	756.4	730.6	782.2
	"Beltrami County, MN"	"27007"	4030	458741	878.5	773.9	749.5	798.4
	"Benton County, MN"	"27009"	3494	395780	882.8	750.5	724.8	776.1
	"Big Stone County, MN"	"27011"	776	51016	1521.1	686.9	633.0	740.8
	"Blue Earth County, MN"	"27013"	4865	658682	738.6	662.9	643.7	682.1
	"Brown County, MN"	"27015"	2940	253633	1159.2	659.2	633.7	684.7
	"Carlton County, MN"	"27017"	3767	355733	1058.9	816.6	790.1	843.1
	"Carver County, MN"	"27019"	4810	980049	490.8	564.5	548.2	580.8
	"Cass County, MN"	"27021"	3180	288780	1101.2	734.0	706.6	761.3
	"Chippewa County, MN"	"27023"	1534	121044	1267.3	738.2	698.8	777.7
	"Chisago County, MN"	"27025"	4104	545891	751.8	688.7	667.3	710.1
	"Clay County, MN"	"27027"	4656	617849	753.6	694.1	673.8	714.4
	"Clearwater County, MN"	"27029"	1010	87937	1148.5	796.4	745.3	847.5
	"Cook County, MN"	"27031"	485	52746	919.5	566.3	512.0	620.5
	"Cottonwood County, MN"	"27033"	1397	115006	1214.7	655.3	617.8	692.9
	"Crow Wing County, MN"	"27035"	6619	636354	1040.1	692.4	675.1	709.6
	"Dakota County, MN"	"27037"	24397	4135051	590.0	596.1	588.5	603.7
	"Dodge County, MN"	"27039"	1466	204651	716.3	638.4	605.3	671.6
	"Douglas County, MN"	"27041"	4104	370142	1108.8	665.4	644.0	686.7
	"Faribault County, MN"	"27043"	1876	140887	1331.6	728.6	693.1	764.2
	"Fillmore County, MN"	"27045"	2337	209129	1117.5	650.3	622.3	678.3
	"Freeborn County, MN"	"27047"	3587	307588	1166.2	675.6	652.4	698.9
	"Goodhue County, MN"	"27049"	4851	463781	1046.0	687.2	667.1	707.2
	"Grant County, MN"	"27051"	715	59689	1197.9	661.2	608.5	713.9
	"Hennepin County, MN"	"27053"	83617	12149201	688.3	636.4	632.0	640.8
	"Houston County, MN"	"27055"	1795	187742	956.1	586.8	558.6	615.1
	"Hubbard County, MN"	"27057"	2076	207523	1000.4	645.4	616.2	674.6
	"Isanti County, MN"	"27059"	3086	388562	794.2	694.7	669.9	719.6
	"Itasca County, MN"	"27061"	5207	452518	1150.7	743.1	721.9	764.3
	"Jackson County, MN"	"27063"	1090	101004	1079.2	605.9	567.2	644.5
	"Kanabec County, MN"	"27065"	1489	160574	927.3	698.2	661.9	734.6
	"Kandiyohi County, MN"	"27067"	3889	425320	914.4	629.3	608.7	649.9
	"Kittson County, MN"	"27069"	665	44051	1509.6	772.9	708.5	837.3
	"Koochiching County, MN"	"27071"	1526	128460	1187.9	720.2	682.1	758.2
	"Lac qui Parle County, MN"	"27073"	893	69016	1293.9	610.1	564.6	655.6
	"Lake County, MN"	"27075"	1398	107044	1306.0	705.4	665.4	745.4
	"Lake of the Woods County, MN"	"27077"	463	38851	1191.7	738.4	667.7	809.1
	"Le Sueur County, MN"	"27079"	2240	279362	801.8	650.6	623.3	677.9
	"Lincoln County, MN"	"27081"	808	57696	1400.4	658.7	607.3	710.1
	"Lyon County, MN"	"27083"	2188	256749	852.2	645.7	617.5	673.8
	"McLeod County, MN"	"27085"	3330	360360	924.1	640.6	618.2	663.0
	"Mahnomen County, MN"	"27087"	632	55006	1149.0	954.1	877.0	1031.2
	"Marshall County, MN"	"27089"	823	94040	875.2	551.5	511.7	591.2
	"Martin County, MN"	"27091"	2519	201815	1248.2	667.2	638.9	695.6
	"Meeker County, MN"	"27093"	2257	231558	974.7	668.6	640.1	697.0
	"Mille Lacs County, MN"	"27095"	2939	259475	1132.7	835.4	804.4	866.3
	"Morrison County, MN"	"27097"	3182	330376	963.1	678.3	654.0	702.6
	"Mower County, MN"	"27099"	3972	394452	1007.0	645.0	623.8	666.3
	"Murray County, MN"	"27101"	994	84493	1176.4	618.0	576.1	659.9
	"Nicollet County, MN"	"27103"	2303	333983	689.6	595.2	570.5	620.0
	"Nobles County, MN"	"27105"	1828	216584	844.0	605.5	576.6	634.4
	"Norman County, MN"	"27107"	970	66329	1462.4	824.9	769.2	880.6
	"Olmsted County, MN"	"27109"	10145	1510634	671.6	567.8	556.6	579.0
	"Otter Tail County, MN"	"27111"	6707	578763	1158.9	667.8	650.8	684.8
	"Pennington County, MN"	"27113"	1370	141241	970.0	693.6	655.4	731.7
	"Pine County, MN"	"27115"	2794	292979	953.7	706.6	679.7	733.5
	"Pipestone County, MN"	"27117"	1141	92726	1230.5	677.6	634.5	720.8
	"Polk County, MN"	"27119"	3506	315450	1111.4	777.1	750.3	803.9
	"Pope County, MN"	"27121"	1300	110103	1180.7	655.5	617.1	693.8
	"Ramsey County, MN"	"27123"	40975	5330144	768.7	693.0	686.1	699.8
	"Red Lake County, MN"	"27125"	368	40527	908.0	632.5	565.4	699.5
	"Redwood County, MN"	"27127"	1871	155562	1202.7	702.5	668.3	736.8
	"Renville County, MN"	"27129"	1896	150147	1262.8	737.7	702.2	773.1
	"Rice County, MN"	"27131"	4900	654090	749.1	659.4	640.7	678.1
	"Rock County, MN"	"27133"	1210	95310	1269.5	732.5	688.3	776.7
	"Roseau County, MN"	"27135"	1378	154882	889.7	694.6	657.0	732.2
	"St. Louis County, MN"	"27137"	20849	2001524	1041.7	750.4	739.8	760.9
	"Scott County, MN"	"27139"	6358	1402101	453.5	590.2	575.3	605.1
	"Sherburne County, MN"	"27141"	5096	921634	552.9	674.3	655.4	693.3
	"Sibley County, MN"	"27143"	1457	149972	971.5	667.6	632.3	702.8
	"Stearns County, MN"	"27145"	10068	1547108	650.8	589.3	577.6	600.9
	"Steele County, MN"	"27147"	3045	366369	831.1	610.0	587.7	632.3
	"Stevens County, MN"	"27149"	866	97290	890.1	584.5	542.4	626.6
	"Swift County, MN"	"27151"	1127	94776	1189.1	667.1	625.2	709.1
	"Todd County, MN"	"27153"	2125	245137	866.9	606.8	580.1	633.5
	"Traverse County, MN"	"27155"	571	34007	1679.1	754.0	681.7	826.2
	"Wabasha County, MN"	"27157"	1898	214949	883.0	584.2	557.1	611.4
	"Wadena County, MN"	"27159"	1994	137680	1448.3	854.8	814.6	895.0
	"Waseca County, MN"	"27161"	1722	189759	907.5	646.8	615.2	678.3
	"Washington County, MN"	"27163"	15199	2502093	607.5	596.6	587.0	606.2
	"Watonwan County, MN"	"27165"	1198	110396	1085.2	661.7	621.6	701.8
	"Wilkin County, MN"	"27167"	798	64344	1240.2	804.4	746.7	862.1
	"Winona County, MN"	"27169"	4160	510812	814.4	664.6	643.8	685.4
	"Wright County, MN"	"27171"	7625	1309734	582.2	648.1	633.4	662.9
	"Yellow Medicine County, MN"	"27173"	1144	100336	1140.2	650.2	609.6	690.8
	"Adams County, MS"	"28001"	4169	315703	1320.5	1010.8	979.4	1042.2
	"Alcorn County, MS"	"28003"	4671	371749	1256.5	1028.3	998.3	1058.3
	"Amite County, MS"	"28005"	1531	126782	1207.6	818.4	775.2	861.6
	"Attala County, MS"	"28007"	2719	189660	1433.6	1049.4	1008.8	1090.0
	"Benton County, MS"	"28009"	1051	84346	1246.1	987.7	926.8	1048.6
	"Bolivar County, MS"	"28011"	4124	329602	1251.2	1176.9	1140.2	1213.7
	"Calhoun County, MS"	"28013"	1824	146817	1242.4	942.5	898.3	986.7
	"Carroll County, MS"	"28015"	1114	102527	1086.5	777.4	729.7	825.0
	"Chickasaw County, MS"	"28017"	1894	172550	1097.7	923.9	881.7	966.1
	"Choctaw County, MS"	"28019"	1000	83277	1200.8	880.0	823.5	936.4
	"Claiborne County, MS"	"28021"	1044	92100	1133.6	1043.9	978.9	1109.0
	"Clarke County, MS"	"28023"	2140	161612	1324.2	1027.9	983.1	1072.6
	"Clay County, MS"	"28025"	2305	200390	1150.3	921.7	883.3	960.2
	"Coahoma County, MS"	"28027"	2950	244097	1208.5	1134.9	1093.2	1176.6
	"Copiah County, MS"	"28029"	3270	287748	1136.4	966.6	932.7	1000.4
	"Covington County, MS"	"28031"	2640	193349	1365.4	1129.0	1085.3	1172.8
	"DeSoto County, MS"	"28033"	13032	1725323	755.3	843.3	828.5	858.1
	"Forrest County, MS"	"28035"	7462	758386	983.9	985.3	962.7	1007.9
	"Franklin County, MS"	"28037"	1022	78608	1300.1	984.8	922.6	1047.1
	"George County, MS"	"28039"	2647	234771	1127.5	1187.5	1140.4	1234.6
	"Greene County, MS"	"28041"	1334	139066	959.3	954.9	902.7	1007.2
	"Grenada County, MS"	"28043"	2945	214325	1374.1	1136.2	1094.4	1178.0
	"Hancock County, MS"	"28045"	4782	460578	1038.3	842.8	818.2	867.4
	"Harrison County, MS"	"28047"	19534	1992133	980.6	950.9	937.3	964.4
	"Hinds County, MS"	"28049"	21497	2423282	887.1	885.5	873.5	897.6
	"Holmes County, MS"	"28051"	2131	182409	1168.3	1073.5	1027.0	1120.0
	"Humphreys County, MS"	"28053"	1006	87384	1151.2	1040.0	974.4	1105.6
	"Issaquena County, MS"	"28055"	132	13581	971.9	820.0	676.8	963.2
	"Itawamba County, MS"	"28057"	2862	234587	1220.0	981.4	944.9	1017.9
	"Jackson County, MS"	"28059"	13451	1413166	951.8	907.0	891.4	922.7
	"Jasper County, MS"	"28061"	2003	165973	1206.8	938.9	896.6	981.2
	"Jefferson County, MS"	"28063"	856	74359	1151.2	987.4	919.7	1055.1
	"Jefferson Davis County, MS"	"28065"	1597	117133	1363.4	1013.3	961.6	1065.0
	"Jones County, MS"	"28067"	7459	682385	1093.1	945.9	924.1	967.7
	"Kemper County, MS"	"28069"	1040	100911	1030.6	779.6	730.5	828.7
	"Lafayette County, MS"	"28071"	3822	519702	735.4	844.6	817.4	871.7
	"Lamar County, MS"	"28073"	4181	598462	698.6	748.1	725.1	771.0
	"Lauderdale County, MS"	"28075"	8696	782825	1110.8	933.8	913.9	953.7
	"Lawrence County, MS"	"28077"	1564	126238	1238.9	1076.0	1021.3	1130.7
	"Leake County, MS"	"28079"	2388	230903	1034.2	940.1	901.9	978.3
	"Lee County, MS"	"28081"	9017	848946	1062.1	978.8	958.4	999.2
	"Leflore County, MS"	"28083"	3684	305335	1206.5	1145.8	1108.1	1183.4
	"Lincoln County, MS"	"28085"	4189	346120	1210.3	1023.8	992.3	1055.2
	"Lowndes County, MS"	"28087"	6088	594795	1023.5	910.4	887.2	933.6
	"Madison County, MS"	"28089"	9993	1017811	981.8	1015.4	995.1	1035.7
	"Marion County, MS"	"28091"	3361	257558	1304.9	1053.6	1017.2	1089.9
	"Marshall County, MS"	"28093"	4095	361372	1133.2	997.2	965.9	1028.4
	"Monroe County, MS"	"28095"	4344	360543	1204.8	938.9	910.5	967.4
	"Montgomery County, MS"	"28097"	1493	103674	1440.1	1063.2	1007.0	1119.4
	"Neshoba County, MS"	"28099"	3766	294729	1277.8	1151.2	1113.8	1188.5
	"Newton County, MS"	"28101"	2633	215292	1223.0	1030.7	990.7	1070.6
	"Noxubee County, MS"	"28103"	1210	110093	1099.1	943.7	889.6	997.8
	"Oktibbeha County, MS"	"28105"	3059	490679	623.4	755.1	727.9	782.3
	"Panola County, MS"	"28107"	3902	343323	1136.5	1048.1	1014.6	1081.5
	"Pearl River County, MS"	"28109"	6423	553836	1159.7	984.2	959.5	1008.9
	"Perry County, MS"	"28111"	1357	121316	1118.6	942.1	890.7	993.5
	"Pike County, MS"	"28113"	5089	398924	1275.7	1089.8	1059.3	1120.3
	"Pontotoc County, MS"	"28115"	2934	310403	945.2	858.8	827.4	890.2
	"Prentiss County, MS"	"28117"	3051	253229	1204.8	968.8	933.7	1003.8
	"Quitman County, MS"	"28119"	1001	75583	1324.4	1119.5	1048.7	1190.3
	"Rankin County, MS"	"28121"	11222	1485841	755.3	733.4	719.6	747.1
	"Scott County, MS"	"28123"	2954	282939	1044.0	980.2	944.4	1016.0
	"Sharkey County, MS"	"28125"	650	46232	1406.0	1092.0	1004.6	1179.3
	"Simpson County, MS"	"28127"	3063	271657	1127.5	955.6	921.2	990.1
	"Smith County, MS"	"28129"	1719	161655	1063.4	854.5	813.2	895.9
	"Stone County, MS"	"28131"	1861	180774	1029.5	1009.6	962.2	1057.0
	"Sunflower County, MS"	"28133"	3098	272908	1135.2	1155.7	1114.4	1197.1
	"Tallahatchie County, MS"	"28135"	1523	146552	1039.2	978.5	928.9	1028.1
	"Tate County, MS"	"28137"	2892	284690	1015.8	946.5	911.3	981.6
	"Tippah County, MS"	"28139"	2695	220823	1220.4	1084.8	1043.2	1126.4
	"Tishomingo County, MS"	"28141"	2893	195158	1482.4	1111.7	1070.2	1153.3
	"Tunica County, MS"	"28143"	1086	103216	1052.2	1196.5	1123.4	1269.6
	"Union County, MS"	"28145"	2975	280456	1060.8	907.2	874.2	940.1
	"Walthall County, MS"	"28147"	1842	148226	1242.7	949.6	905.2	994.1
	"Warren County, MS"	"28149"	5201	474354	1096.4	974.3	947.3	1001.3
	"Washington County, MS"	"28151"	5974	480493	1243.3	1162.4	1132.3	1192.5
	"Wayne County, MS"	"28153"	2231	204999	1088.3	950.4	910.2	990.5
	"Webster County, MS"	"28155"	1403	99478	1410.4	1147.1	1086.2	1208.0
	"Wilkinson County, MS"	"28157"	1229	91956	1336.5	1115.4	1051.7	1179.0
	"Winston County, MS"	"28159"	2324	185405	1253.5	961.7	921.6	1001.8
	"Yalobusha County, MS"	"28161"	1757	124195	1414.7	1099.3	1046.3	1152.2
	"Yazoo County, MS"	"28163"	2946	279492	1054.1	1019.3	982.2	1056.4
	"Adair County, MO"	"29001"	2227	254710	874.3	816.1	781.3	850.9
	"Andrew County, MO"	"29003"	1646	174248	944.6	716.8	681.5	752.1
	"Atchison County, MO"	"29005"	793	53790	1474.3	836.3	774.5	898.2
	"Audrain County, MO"	"29007"	3002	256883	1168.6	879.0	847.0	911.0
	"Barry County, MO"	"29009"	4173	356563	1170.3	862.3	835.3	889.3
	"Barton County, MO"	"29011"	1424	120588	1180.9	811.5	767.5	855.4
	"Bates County, MO"	"29013"	2099	165589	1267.6	903.9	864.2	943.6
	"Benton County, MO"	"29015"	2962	190175	1557.5	890.9	855.4	926.4
	"Bollinger County, MO"	"29017"	1371	122827	1116.2	863.2	816.4	910.1
	"Boone County, MO"	"29019"	10593	1730601	612.1	691.0	677.6	704.4
	"Buchanan County, MO"	"29021"	9554	890728	1072.6	897.5	879.2	915.8
	"Butler County, MO"	"29023"	5689	428457	1327.8	1021.1	994.1	1048.2
	"Caldwell County, MO"	"29025"	1047	91319	1146.5	841.7	789.3	894.2
	"Callaway County, MO"	"29027"	3876	446742	867.6	793.9	768.5	819.2
	"Camden County, MO"	"29029"	4810	445895	1078.7	715.1	693.3	737.0
	"Cape Girardeau County, MO"	"29031"	7767	777889	998.5	800.1	781.9	818.3
	"Carroll County, MO"	"29033"	1175	89934	1306.5	860.0	809.1	911.0
	"Carter County, MO"	"29035"	781	62077	1258.1	988.5	917.1	1059.9
	"Cass County, MO"	"29037"	9314	1020342	912.8	767.3	751.6	783.1
	"Cedar County, MO"	"29039"	2045	140131	1459.3	912.8	871.0	954.7
	"Chariton County, MO"	"29041"	965	75998	1269.8	715.5	666.8	764.1
	"Christian County, MO"	"29043"	6218	827506	751.4	725.7	707.5	744.0
	"Clark County, MO"	"29045"	863	68840	1253.6	856.6	797.7	915.4
